@relation 'House Price India-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute id numeric
@attribute 'number of bathrooms' numeric
@attribute 'living area' numeric
@attribute 'number of views' numeric
@attribute 'grade of the house' numeric
@attribute 'Area of the house(excluding basement)' numeric
@attribute 'Area of the basement' numeric
@attribute 'Renovation Year' numeric
@attribute living_area_renov numeric
@attribute Price numeric

@data
6762821202,2.5,1600,0,7,1600,0,0,1690,440500
6762822101,1.5,1100,0,8,1100,0,0,1110,420000
6762822614,1.5,2830,0,8,2830,0,0,1480,405600
6762822664,2.5,1430,0,7,1430,0,0,1470,405000
6762823067,1.75,1340,0,7,1340,0,0,1550,397000
6762823503,1.75,2080,0,7,2080,0,0,1550,385000
6762823556,2.25,990,0,8,880,110,0,1030,384000
6762824010,1.75,1550,0,7,1210,340,0,1630,372500
6762824453,2.75,2030,0,7,1210,820,0,1910,360000
6762824454,1,840,0,6,840,0,0,1740,360000
6762824677,1,1210,0,6,1210,0,0,990,355000
6762825806,2.5,1820,0,7,1820,0,0,1820,330000
6762826292,1,1380,0,7,1380,0,1976,1540,320000
6762826511,1,780,0,6,780,0,0,1750,315000
6762827719,2.25,1720,0,7,1440,280,0,1990,286900
6762828029,1.75,1510,0,7,1210,300,0,2080,279950
6762828476,2.5,1960,0,8,1960,0,0,1850,269950
6762828967,1.75,1800,0,7,1200,600,0,980,257000
6762828996,1,1500,0,7,1500,0,0,1970,255950
6762829254,2.25,1640,0,7,1640,0,1983,1230,250000
6762829726,2,1370,0,7,1370,0,0,1360,239000
6762829727,1.5,1330,0,7,900,430,0,1400,239000
6762829770,1.75,1270,0,7,1270,0,0,1600,237000
6762829989,1,680,0,6,680,0,0,1470,230000
6762829990,1.75,1420,0,5,710,710,2014,1960,230000
6762830908,1,1230,0,6,1230,0,0,1168,195500
6762830956,1.5,1180,0,7,1180,0,0,1630,193000
6762831349,1.75,1010,0,6,1010,0,0,750,160000
6762819504,1,990,0,7,990,0,0,2250,490000
6762820853,1.75,1740,0,7,1740,0,0,990,450000
6762823293,2.5,1610,0,7,1190,420,0,1940,390000
6762826641,2.5,1750,0,7,1750,0,0,1810,312000
6762831366,1.5,1580,0,6,790,790,0,1320,159075
6762812880,3.25,3290,0,9,3290,0,0,3210,810000
6762813559,2.5,2420,3,9,1620,800,0,2650,755000
6762816508,3.25,2557,2,7,2557,0,1993,2220,594950
6762823294,1,860,0,7,860,0,0,1090,390000
6762810186,3.25,4250,3,10,3350,900,0,3790,2200000
6762810375,2,2500,4,8,2500,0,0,1880,1700000
6762811227,2.25,2420,0,8,1420,1000,0,2500,1100000
6762811361,2.25,2630,0,9,1810,820,0,2370,1050000
6762811362,3.25,4240,0,9,4240,0,0,4080,1050000
6762811532,3.5,4270,0,9,4270,0,0,2610,997950
6762811848,4.5,4230,0,10,4230,0,0,4130,935000
6762811913,3.75,4420,1,9,3420,1000,2005,2880,925000
6762812051,2.75,3030,3,9,2360,670,0,3030,901000
6762812581,2.75,3040,0,11,3040,0,0,3830,840000
6762812672,2.25,2710,0,9,1910,800,0,2120,830000
6762814090,2,1760,0,7,1760,0,0,1740,720000
6762814169,1.5,1670,2,7,1670,0,0,1670,715000
6762814643,1,1550,4,6,1370,180,0,1790,685000
6762814947,2,2040,0,7,1020,1020,0,1600,667500
6762815288,1,1710,0,7,1560,150,0,1240,650000
6762815679,1.75,1930,2,8,1670,260,0,2730,630000
6762815865,1.75,1720,0,7,1420,300,0,1380,622200
6762815912,2.5,1900,0,7,1900,0,0,1990,620000
6762816112,2.25,1660,0,8,1660,0,2014,1790,610000
6762816204,1,1550,0,8,1550,0,0,1800,605000
6762816329,2.25,2090,0,8,2090,0,0,3420,600000
6762816330,3.5,2710,0,8,1650,1060,0,2440,600000
6762816436,2.5,3040,0,9,3040,0,0,3040,598555
6762817476,2,1980,0,7,1440,540,0,1610,555000
6762817803,2.5,2678,0,9,2678,0,0,2780,546200
6762817984,2.5,3000,0,8,3000,0,0,2730,540000
6762818154,1,1920,0,7,1920,0,0,1600,535000
6762818287,1.75,1660,0,7,960,700,1996,1510,530000
6762818288,2.5,1365,0,7,1315,50,0,1360,530000
6762818478,1.5,1350,2,7,900,450,0,1730,525000
6762818815,2,2090,0,7,1480,610,0,1510,513000
6762818834,1.75,1700,0,6,850,850,0,1690,511718
6762819556,2.5,2540,0,8,2540,0,0,1800,489950
6762819605,3.25,4750,0,8,4750,0,0,2230,487000
6762819658,1,1210,0,7,1210,0,0,1340,485000
6762819722,1.5,1220,0,7,1220,0,0,1400,483000
6762820087,2,2030,0,7,1110,920,0,1930,472000
6762820299,1,730,0,6,730,0,0,1480,465000
6762820472,1.75,1660,0,8,1660,0,0,1720,460000
6762820854,2.5,2480,0,7,2480,0,0,2510,450000
6762821019,2.5,2660,0,8,2660,0,0,2480,447000
6762821269,2.75,1100,0,7,750,350,0,2090,440000
6762821497,2.5,2530,0,9,2530,0,0,2370,435000
6762821678,3.75,2452,0,7,2452,0,1994,1180,430000
6762822102,1,1510,0,7,1510,0,0,1560,420000
6762822322,2,2010,2,8,2010,0,0,1840,415000
6762822874,1.5,1330,0,7,1330,0,0,1940,400000
6762823295,1.75,2330,0,8,2330,0,0,2180,390000
6762823423,1.5,1340,0,7,1340,0,0,1620,387000
6762824150,0.75,760,4,5,760,0,0,1230,369900
6762824386,1,840,0,6,840,0,0,1390,361500
6762824455,1.75,1510,0,7,1060,450,0,1610,360000
6762824456,2.25,2620,0,7,1550,1070,0,1650,360000
6762824678,0.75,1420,0,7,860,560,0,1350,355000
6762824918,2.5,2180,0,8,2180,0,0,2090,350000
6762825426,2.5,2140,0,8,1290,850,0,2090,339950
6762825665,2.5,1990,0,8,1990,0,0,2110,334500
6762825683,1.75,1320,0,7,1320,0,0,1750,333500
6762825731,2.5,2050,0,7,2050,0,0,2050,331500
6762825737,3.25,1290,0,7,1290,0,0,1290,331000
6762825807,2,2500,0,8,2500,0,0,2560,330000
6762825990,2.75,2130,0,7,1330,800,0,2090,325250
6762826204,2.5,1940,0,7,1940,0,0,1850,322500
6762826225,2.5,2620,0,8,2620,0,0,2740,321500
6762826512,1.75,1460,0,8,1460,0,0,2050,315000
6762826513,1.75,1340,0,7,880,460,0,1500,315000
6762826514,1.75,1170,0,6,720,450,2013,1130,315000
6762826515,2.25,1880,0,8,1880,0,0,1900,315000
6762826591,1,720,0,6,720,0,0,670,314000
6762826833,2.25,1646,0,7,1646,0,0,1975,307500
6762826854,1,1390,2,7,1390,0,0,2580,306500
6762827196,1,1570,3,7,1570,0,0,1660,299990
6762827273,1.5,1190,0,7,1190,0,0,1520,299000
6762827274,2.5,2350,0,9,2350,0,0,2480,299000
6762827656,1,1010,0,6,890,120,0,1030,289000
6762827657,1.5,1160,0,7,1160,0,0,1150,289000
6762827687,2.25,2250,0,8,2250,0,0,2140,287500
6762827907,1.75,2440,0,7,1220,1220,0,1650,280500
6762828030,2.25,1340,0,7,1340,0,0,1470,279950
6762828096,1.75,2710,0,7,2060,650,0,1690,278000
6762828220,3,1590,0,7,1060,530,0,1680,275000
6762828221,1.25,1230,0,7,1230,0,0,1310,275000
6762828275,2.5,3030,0,9,3030,0,0,3080,274975
6762828543,3,1840,0,8,1840,0,2013,1650,268000
6762828843,2.5,2110,0,8,2110,0,0,2040,260000
6762829440,2,1990,0,7,1990,0,0,2760,246000
6762830367,1,1620,0,7,1620,0,0,2400,218000
6762830509,1.5,1690,0,7,1210,480,0,1450,212000
6762830570,2.25,2140,0,7,1470,670,0,2050,210000
6762831106,1,910,0,7,910,0,0,1530,182500
6762831200,1.75,1910,0,8,1910,0,0,1820,175000
6762831255,1,1310,0,7,1310,0,0,1330,170000
6762831395,1.5,970,0,7,970,0,0,1230,155000
6762831499,1,1220,0,6,1220,0,0,1350,135000
6762831551,1,1260,0,6,1260,0,0,1260,120000
6762810477,2,3620,0,8,3220,400,0,2370,1580000
6762810544,3.5,3530,0,10,2370,1160,0,1780,1500000
6762810627,3.25,4020,0,9,3120,900,0,3550,1420000
6762810652,3,3520,2,10,3520,0,0,3260,1400000
6762810905,2.75,2780,2,10,2780,0,0,2820,1250000
6762810955,2.5,3120,4,9,2590,530,1989,2030,1230000
6762811257,2.5,2780,0,9,2780,0,0,1160,1090000
6762811466,2.75,2940,2,8,1940,1000,0,1970,1010000
6762811807,2.25,2370,0,7,2370,0,0,2370,943500
6762811819,2.25,2800,0,9,1650,1150,0,2800,940000
6762811849,2.5,3150,0,10,1800,1350,0,3280,935000
6762812235,3,3030,0,9,2080,950,0,1910,879000
6762812341,4,2790,0,9,2790,0,0,2740,865000
6762812516,2.75,3300,0,9,3300,0,0,3520,849990
6762812543,2.5,2880,0,10,2880,0,0,3460,845000
6762812582,2.25,2100,0,8,1750,350,0,1800,840000
6762812673,3,2920,0,8,2140,780,1992,1620,830000
6762812733,2.5,3760,0,9,3230,530,0,3080,825000
6762812814,1.5,2310,0,8,1790,520,0,1930,817000
6762812828,2,1400,0,7,1400,0,0,1620,815000
6762813395,2,2190,2,7,1260,930,0,2160,769950
6762813435,2.25,3190,2,9,3190,0,0,3190,765000
6762813502,2.5,4040,0,9,4040,0,0,3000,760000
6762813535,2.75,1960,2,8,1960,0,0,2440,759000
6762813640,2.75,3010,2,10,3010,0,0,1580,750000
6762813701,2.5,2440,0,9,2440,0,0,2370,749500
6762813786,2.5,2960,2,9,2960,0,0,2960,740000
6762814249,2.5,2880,0,10,2880,0,0,3490,710000
6762814504,1.75,2390,2,8,1390,1000,0,2210,695000
6762814644,1,1570,0,7,1570,0,0,1580,685000
6762814933,2.75,2550,0,9,2550,0,0,2670,669888
6762815680,3,3640,0,8,2740,900,0,1910,630000
6762815963,2.75,3200,1,9,3200,0,0,2880,618000
6762816420,2.5,2480,0,7,2480,0,0,2410,599000
6762816963,1.5,2670,0,8,2320,350,0,2030,575000
6762817649,2.75,1690,0,7,1400,290,0,1820,550000
6762817650,2.25,2090,2,10,2090,0,0,1940,550000
6762817789,2.5,2550,0,9,2550,0,0,2550,547500
6762817849,2.5,3550,0,10,3550,0,0,3080,545000
6762818213,1.75,1330,0,7,1210,120,0,1500,532500
6762818387,2.5,1860,0,8,1860,0,0,2270,526500
6762818615,2.5,2160,0,9,2160,0,0,2160,520000
6762818616,1.5,1840,0,8,1040,800,0,1290,520000
6762818753,2.5,1510,0,8,1060,450,0,1510,515000
6762819443,2.5,1690,0,8,1420,270,0,1280,492000
6762819505,1.75,1670,0,7,1670,0,0,1340,490000
6762819703,1,1000,2,7,1000,0,0,1830,484950
6762819723,1.75,1400,0,7,820,580,0,1330,483000
6762819798,2.5,3230,3,9,2520,710,0,2640,480000
6762819912,2.25,1630,0,7,1630,0,0,1690,476000
6762820066,1,1280,0,7,1280,0,0,1240,473000
6762820473,3,2230,0,7,1410,820,0,1960,460000
6762820855,2.75,1540,2,7,850,690,0,1180,450000
6762820856,1,1340,0,7,1340,0,0,1450,450000
6762821095,1,930,0,6,930,0,0,1900,445000
6762821349,2,2610,0,7,1710,900,0,1600,439000
6762821423,2,2320,0,7,2320,0,0,2030,436300
6762821498,2.25,1380,0,7,1380,0,0,1930,435000
6762821679,2.25,1470,0,8,1470,0,0,1380,430000
6762821756,2.5,2720,0,7,1360,1360,0,2020,429000
6762821791,2.5,3160,0,9,3160,0,0,2500,427500
6762822005,2,1330,0,8,1330,0,0,1900,424000
6762822103,1.75,2390,0,7,1290,1100,0,2270,420000
6762822323,2.5,2150,0,8,2150,0,0,2080,415000
6762822875,1,1690,0,7,1690,0,1982,1080,400000
6762822876,1.75,960,0,7,960,0,0,1000,400000
6762823000,2,2620,0,8,1420,1200,0,1360,399000
6762823052,1,1480,0,7,1480,0,1959,1300,397500
6762823057,1,1030,0,6,1030,0,1958,1220,397380
6762823236,2,1440,0,8,1440,0,0,1350,391265
6762823296,2,1510,0,7,1510,0,0,1900,390000
6762823383,2.5,2420,0,10,2420,0,0,1400,389000
6762824019,2.5,1710,0,7,1710,0,0,1540,372000
6762824091,1.75,1620,0,7,1620,0,1975,2190,370000
6762824142,2.5,2050,0,7,2050,0,0,2480,369950
6762824679,1,2020,0,7,1010,1010,0,1720,355000
6762824751,1,800,0,6,800,0,0,1470,353500
6762824781,2,2080,0,7,1330,750,0,2080,352800
6762824919,1.75,1900,0,8,1220,680,0,1850,350000
6762824920,2.25,2390,0,8,2390,0,0,2450,350000
6762825050,2.5,1800,0,8,1800,0,0,1800,349000
6762825357,1,1280,0,6,640,640,0,1630,340000
6762825358,2,1420,0,7,830,590,0,1420,340000
6762825496,2.5,2070,0,7,2070,0,0,2010,337500
6762825808,2.25,1620,2,7,1280,340,0,1620,330000
6762825925,3,2290,0,9,2290,0,0,2290,328500
6762826176,2.5,1940,0,8,1940,0,0,1940,324000
6762826214,1.75,1400,0,6,1400,0,0,2240,322000
6762826293,1,1210,0,7,1210,0,0,1210,320000
6762826516,2.25,1290,0,7,1290,0,0,1360,315000
6762826610,1,1180,0,6,1180,0,0,1650,313000
6762826642,1,1460,0,7,1260,200,0,1580,312000
6762826791,1,1250,0,7,1250,0,0,1770,309500
6762826818,1,1080,2,7,1080,0,1968,2100,308000
6762827207,1.75,1460,0,7,1460,0,0,1460,299950
6762827472,1,750,0,6,750,0,0,1260,292500
6762827565,1.75,1590,0,7,1090,500,0,1540,290000
6762827566,1.75,1460,0,7,1460,0,0,1920,290000
6762827796,3.5,2770,0,8,2770,0,2015,1760,285000
6762828113,2.25,1820,0,7,1820,0,0,1520,277500
6762828222,2.25,1820,0,7,1450,370,0,1860,275000
6762828283,2,1936,0,7,1936,0,0,1620,274900
6762828427,2,1510,0,7,1510,0,0,1370,270000
6762828915,1.75,1590,0,7,1590,0,0,1150,259000
6762829046,1.75,1650,0,7,1100,550,0,1620,255000
6762829412,2,1140,0,7,1040,100,0,1140,247300
6762829441,1.75,1720,0,7,1020,700,0,1720,246000
6762829497,2,1690,0,7,1360,330,0,1740,245000
6762829658,2.25,1500,0,7,1500,0,0,1530,240000
6762829838,2,870,0,6,740,130,0,1640,235000
6762829991,1.5,1050,0,7,1050,0,0,1390,230000
6762830106,1.75,1730,0,6,1730,0,0,860,226450
6762830382,1,970,0,6,970,0,0,1020,217000
6762830606,1.75,1100,0,6,1100,0,0,1050,209950
6762830670,1,1050,0,5,1050,0,0,970,206000
6762830751,1,1060,0,6,1060,0,0,1130,202950
6762831364,1,1000,0,5,760,240,0,990,159995
6762810170,3.5,4440,3,10,3140,1300,0,3990,2250000
6762810376,3.75,3320,0,10,3320,0,0,1560,1700000
6762810618,4.25,3350,0,10,2260,1090,0,1810,1430000
6762810689,3.75,3330,2,9,2470,860,0,1780,1380000
6762811082,2.5,2810,0,9,2810,0,0,2240,1170000
6762811325,3.25,2990,0,10,2990,0,0,3500,1060000
6762811402,4,4180,0,9,4180,0,0,3570,1040000
6762811611,3,3730,0,7,2160,1570,0,1890,979700
6762811769,4,4100,0,9,4100,0,0,4100,950000
6762811932,2.5,2620,4,8,1620,1000,0,2620,922000
6762812216,1,1530,0,7,1530,0,0,2640,880000
6762812342,2.5,2710,0,10,2710,0,0,1810,865000
6762812829,1.75,1820,0,8,1820,0,0,1870,815000
6762812881,3.5,3550,0,9,2550,1000,0,2030,810000
6762813066,3.25,4360,0,10,3360,1000,0,3540,795127
6762813378,3,2370,2,8,1340,1030,2003,1350,770000
6762813787,2.5,2200,0,9,1530,670,0,2200,740000
6762813830,2.5,2830,0,9,2170,660,0,1880,738000
6762814505,2.75,2660,0,9,2660,0,0,2820,695000
6762814718,2,2140,0,7,2020,120,0,1810,680000
6762815100,2.5,1610,1,9,1080,530,0,1610,659950
6762815195,2,2680,0,9,1880,800,1991,1570,653000
6762815289,1.75,1660,0,7,1240,420,0,3110,650000
6762815290,2,3610,0,7,3010,600,0,2040,650000
6762815409,1.5,2550,0,7,1760,790,0,1840,645000
6762815681,2.5,3220,0,8,3220,0,0,2550,630000
6762815804,1,1800,2,9,900,900,0,1400,625000
6762816113,2.25,2200,2,8,1220,980,0,1940,610000
6762816149,2.5,1760,0,8,1640,120,0,1760,608000
6762816331,2.5,1350,0,7,1350,0,0,2310,600000
6762816483,1.75,1280,0,7,1280,0,2010,1950,595000
6762816577,1.5,2230,0,7,1330,900,0,1630,590000
6762816642,1.75,2310,0,8,2310,0,1988,2200,588000
6762817024,1.75,2330,0,8,1380,950,0,2120,572500
6762817153,2.5,2320,0,9,1790,530,0,3290,568000
6762817549,2.5,1280,0,8,1280,0,0,1450,552000
6762817651,1.5,1900,0,9,1450,450,0,2920,550000
6762817769,2.5,2250,0,8,2250,0,0,2290,549000
6762818155,2.25,2620,0,7,2620,0,0,2520,535000
6762818340,2.25,1990,0,8,1290,700,0,1820,529219
6762818539,1.5,3430,2,7,2230,1200,0,1660,524500
6762818877,2.5,1860,0,8,1860,0,0,1840,510000
6762819378,2.5,4060,0,9,2790,1270,0,2810,495000
6762819379,2.25,1780,0,7,1230,550,0,1780,495000
6762819746,2.25,1840,0,7,1840,0,0,1840,481500
6762819799,2.5,2450,0,9,2450,0,0,2440,480000
6762820152,2.5,2520,0,8,2520,0,0,2090,470000
6762820236,2.5,1990,0,8,1990,0,0,2650,467000
6762820300,3,2290,0,8,1420,870,1990,1890,465000
6762820301,1.75,1590,0,8,1060,530,0,1530,465000
6762820640,2.5,1180,0,8,1180,0,0,1180,455000
6762820739,2.5,1260,0,8,1260,0,0,1490,452000
6762820857,2.5,2280,0,8,2280,0,0,2070,450000
6762821430,2.25,2120,0,7,1420,700,0,1880,436000
6762821499,2.5,2190,0,7,2190,0,0,2190,435000
6762822500,2.75,1690,0,7,1180,510,0,1560,410000
6762822877,1,1140,0,6,1140,0,0,1580,400000
6762823001,3.25,1680,0,8,1360,320,0,1530,399000
6762823197,1.75,1610,0,6,1610,0,0,1410,393000
6762823297,1.5,1610,0,7,1060,550,0,1540,390000
6762823371,3.5,2960,0,9,1940,1020,0,2210,389500
6762823424,1.75,1810,0,8,1210,600,0,1800,387000
6762823453,1,710,0,6,710,0,0,1440,385195
6762823813,2.25,2200,0,8,1480,720,0,2710,376000
6762824511,3.25,2290,0,9,2290,0,0,2290,359950
6762824680,1,1350,0,6,1350,0,0,2330,355000
6762825237,2.5,2100,0,7,2100,0,0,2130,344000
6762825282,3,1260,0,8,1260,0,0,1260,342000
6762825359,2.25,2630,0,9,2630,0,0,2470,340000
6762825888,1.75,1420,0,7,1100,320,0,1460,329922
6762825987,2.5,2040,0,8,2040,0,0,2350,325900
6762826056,1,1490,0,5,1490,0,0,1580,325000
6762826215,3.25,1380,0,7,1380,0,0,1380,322000
6762826517,2.5,1950,0,7,1950,0,0,1980,315000
6762826819,1,1980,0,6,1580,400,0,1860,308000
6762827208,1,1410,0,7,1410,0,1981,2000,299950
6762827275,2,1730,0,8,1730,0,0,2000,299000
6762827323,1.5,1430,0,7,1430,0,0,1430,297000
6762827444,2.75,1790,0,7,1060,730,0,1400,294000
6762827567,2.5,1190,0,7,1190,0,0,2230,290000
6762828135,1,1190,0,7,1190,0,0,1190,276693
6762828328,2.25,1780,0,7,1780,0,0,1510,272450
6762828428,2,2330,0,7,1390,940,0,1570,270000
6762829425,3.5,1790,0,7,1480,310,0,1150,246950
6762829498,1,1020,0,7,1020,0,0,1290,245000
6762829659,1.75,2460,0,7,1230,1230,0,1990,240000
6762829933,2,1400,0,7,1400,0,0,1450,231200
6762830257,1.75,1540,0,7,1260,280,0,1540,221000
6762830704,1,1210,0,6,1210,0,0,1320,205000
6762830923,1.5,2170,0,7,2170,0,0,1500,195000
6762831409,1,1090,0,6,1090,0,0,1030,152500
6762831594,1,840,0,6,840,0,0,840,96500
6762810075,4.25,4470,1,11,3230,1240,0,2570,2950000
6762810324,3.5,5490,4,12,2910,2580,0,4290,1790000
6762810578,2.5,2800,0,9,2800,0,0,1770,1470000
6762810743,2.5,2900,0,11,2900,0,0,3390,1340000
6762810973,2.25,2640,0,10,2640,0,0,2650,1220000
6762811021,2.5,3420,4,10,2410,1010,0,3460,1200000
6762811228,2.5,2910,1,10,1940,970,0,2540,1100000
6762811363,2.25,2960,2,8,1550,1410,0,2860,1050000
6762811517,2.5,2710,4,9,2080,630,0,2430,999000
6762811842,3.5,3200,0,8,2700,500,0,1640,935100
6762812411,3.25,3620,2,9,3620,0,0,3260,856000
6762812544,3,2390,0,8,1460,930,0,1670,845000
6762812787,2.5,2990,4,9,1560,1430,1991,2870,820000
6762812848,1.75,2080,0,8,2080,0,0,2240,813000
6762813121,3,2840,0,10,2840,0,0,2070,790000
6762813379,2.5,3560,0,9,3560,0,0,3190,770000
6762813527,2.5,2540,0,9,2540,0,0,2580,759990
6762813536,2,2260,3,7,1130,1130,0,2260,759000
6762813641,2.5,3210,0,10,3210,0,0,3740,750000
6762814324,2.25,2490,0,8,1490,1000,0,1780,704000
6762814374,2.25,2440,0,7,2440,0,2014,1720,700000
6762814625,2.5,2790,0,9,2790,0,0,2450,685100
6762814645,2,2210,2,7,1710,500,0,1920,685000
6762814755,2.5,1780,0,8,1780,0,1986,1690,679000
6762814828,1.75,1240,0,7,1240,0,0,1970,675000
6762814932,2.5,2820,0,7,2380,440,0,1910,669950
6762815869,1.75,2680,0,8,1340,1340,0,2320,622000
6762816056,3.25,2440,0,8,1710,730,0,2440,613000
6762816439,3,1560,0,8,1560,0,0,1530,598500
6762816822,2.25,1670,0,7,1220,450,0,1710,580000
6762816823,1.5,1800,0,8,1420,380,0,1800,580000
6762816859,1.75,1250,0,7,980,270,0,1250,579500
6762816860,1,1070,0,7,830,240,0,1760,579100
6762817128,3.25,2360,0,8,1990,370,0,1720,569900
6762817259,1,1170,0,7,1170,0,0,1430,564000
6762818062,1.75,1770,0,7,1020,750,0,2000,538000
6762818070,2.5,2590,0,8,1640,950,0,2710,537250
6762818816,1,1840,0,7,1160,680,0,1750,513000
6762819506,1,2180,0,7,1090,1090,0,1830,490000
6762819581,2.75,1820,0,7,1820,0,0,1950,488500
6762819882,1,820,0,7,820,0,0,1630,478000
6762820302,1,1580,0,6,1580,0,0,1580,465000
6762820537,1.75,1730,0,7,1260,470,0,1800,459000
6762820858,2.25,1710,0,7,1040,670,0,1780,450000
6762820859,2.75,2710,0,8,2710,0,0,2530,450000
6762821020,2.25,1440,0,7,1440,0,0,1610,447000
6762821096,1.75,2110,0,8,1210,900,0,1660,445000
6762821680,1,1560,0,7,1260,300,0,1560,430000
6762822324,2.5,1710,0,7,1710,0,0,1500,415000
6762822592,2.5,1700,0,8,1700,0,0,1700,407000
6762822703,1,1270,0,7,1270,0,0,1980,404500
6762823138,2.25,1780,0,8,1350,430,0,1860,395000
6762823139,2.5,2510,0,8,2510,0,0,1820,395000
6762823905,2.5,1580,0,7,1580,0,0,1510,375000
6762825177,1,970,0,7,970,0,0,1200,345000
6762825178,2.25,1110,0,8,1110,0,0,1360,345000
6762825306,2.5,3070,0,8,2510,560,0,2220,340500
6762825427,1,800,0,6,800,0,0,1400,339950
6762825809,1.75,2020,0,8,1320,700,0,1940,330000
6762826057,2,1670,0,7,1100,570,0,1660,325000
6762826518,1.75,2500,0,7,1250,1250,0,1710,315000
6762826855,1,840,0,7,840,0,0,1030,306500
6762827247,2.5,2530,0,9,2530,0,0,2530,299250
6762827445,2.75,2300,0,7,1400,900,0,1750,294000
6762827626,1,760,0,6,760,0,0,950,289950
6762827971,2.5,1560,0,7,1560,0,0,1560,280000
6762828223,2,1910,0,7,1000,910,0,1780,275000
6762828429,2.5,2490,0,7,1390,1100,0,2010,270000
6762828519,1,1320,0,6,880,440,0,1000,268950
6762828844,1,1190,0,6,1190,0,0,1230,260000
6762828938,2,2260,0,8,1130,1130,0,1360,258000
6762829255,2,1470,0,7,1470,0,0,1390,250000
6762829341,2,1470,0,6,1470,0,0,1310,249900
6762829780,2.5,1630,0,7,1630,0,0,1270,236000
6762829992,3,2180,0,7,2180,0,0,2260,230000
6762829993,1,1020,0,7,1020,0,0,1300,230000
6762830163,1.75,1460,0,7,1460,0,0,1220,225000
6762830164,1,830,0,6,830,0,0,1150,225000
6762830284,1.75,1230,0,7,1230,0,0,1540,220000
6762830335,1,860,0,6,860,0,0,1150,219900
6762830474,1,1400,0,6,1280,120,0,1730,214950
6762830944,2.25,2190,0,7,1390,800,0,1490,194250
6762830968,1.75,1340,0,6,1340,0,0,1980,192000
6762831508,1,1270,0,6,650,620,0,1200,134000
6762831572,1,760,0,5,760,0,0,1360,110000
6762810593,2.75,3090,0,9,3090,0,0,2970,1450000
6762810653,4.5,3080,3,8,1940,1140,2007,2780,1400000
6762810724,3.25,3540,2,10,2000,1540,0,2820,1350000
6762812045,2.75,3860,0,10,3860,0,0,2820,903000
6762812170,2.5,2570,0,8,1580,990,0,2070,889000
6762813574,2.25,2290,0,8,2290,0,0,2120,753000
6762813922,2.5,2160,0,9,1540,620,0,930,730000
6762813923,1,1870,0,7,1670,200,0,2160,730000
6762815166,2,1820,0,7,1120,700,0,1920,655000
6762815589,2.25,1940,0,7,1240,700,0,2340,635000
6762816205,3.25,2885,0,8,2885,0,0,1910,605000
6762816964,3.5,2514,0,8,2024,490,0,2090,575000
6762817125,2.75,2510,0,7,1600,910,0,2910,569950
6762817219,2.5,2620,0,8,2620,0,0,2620,565000
6762817442,1.75,1590,0,7,1190,400,0,1420,556000
6762817901,2.5,2060,0,8,2060,0,0,2060,543000
6762818617,2.25,1530,0,8,1480,50,0,1530,520000
6762818754,2.5,2100,0,8,2100,0,0,2100,515000
6762819280,2.5,1861,0,8,1578,283,0,2090,499000
6762819380,2.5,2460,0,8,2460,0,0,2900,495000
6762819507,2.5,2650,3,8,1610,1040,0,2650,490000
6762819659,2.5,1840,1,8,1340,500,0,1970,485000
6762819987,2.5,2480,0,8,2480,0,0,1850,475000
6762820044,3,1530,0,8,1530,0,0,1460,474950
6762820153,1.75,1310,0,7,1310,0,0,2510,470000
6762820576,2.5,1380,0,8,1050,330,0,1360,457000
6762821792,1,1480,0,7,1480,0,0,1460,427500
6762822260,2.5,1670,0,7,1310,360,0,1510,415900
6762822781,1,840,0,7,840,0,0,1100,401000
6762822878,2,1350,0,7,1350,0,0,1920,400000
6762823669,1.75,1300,0,6,1300,0,0,1300,380000
6762824092,2.75,2420,0,9,2420,0,0,2760,370000
6762824512,2.5,2542,0,8,2542,0,0,2419,359950
6762825360,2.5,2020,0,7,1070,950,0,1340,340000
6762825542,2.75,2475,0,7,2475,0,0,2475,335900
6762827797,1.75,1560,0,7,1560,0,0,1550,285000
6762828430,2.25,1520,0,7,1160,360,0,1530,270000
6762829327,2,1730,0,6,1730,0,0,1550,249950
6762829994,1.75,1340,0,7,1100,240,0,1540,230000
6762831438,2,1460,0,6,1460,0,0,1460,150000
6762810344,2.75,3560,0,10,3560,0,0,3440,1750000
6762815431,2.5,2990,0,8,2990,0,0,2990,644500
6762823002,2.5,1740,0,8,1740,0,0,2100,399000
6762824765,2.5,1250,0,8,1250,0,0,1330,353000
6762824921,1.75,2090,0,7,1390,700,0,1790,350000
6762812734,2.5,2560,0,8,1610,950,0,1760,825000
6762810528,4,4500,0,12,4500,0,0,3930,1520000
6762811877,4.25,5710,0,11,5710,0,0,4060,930000
6762812735,2.25,2520,0,9,1550,970,0,2520,825000
6762813354,2.75,3470,0,8,1750,1720,0,2950,772000
6762813598,2.5,2860,0,8,1530,1330,0,2070,750500
6762813881,1.75,2145,0,8,2145,0,0,1140,734000
6762814091,2.5,2900,0,9,2900,0,0,2910,720000
6762814434,2.5,2510,0,9,2510,0,0,2470,699950
6762814472,2.25,2420,0,7,1640,780,0,1560,697000
6762814570,2.5,2820,0,9,2820,0,0,2660,690000
6762814646,2,2340,0,8,1270,1070,0,1600,685000
